line,destination,stop,bus,datetime,estimateArrive
82,PITIS,743,4721,2021-03-17 16:42:38.021857,645
44,MARQUES DE VIANA,743,5657,2021-03-17 16:42:38.021857,858
82,PITIS,743,4706,2021-03-17 16:42:38.021857,188
132,HOSPITAL LA PAZ,743,4719,2021-03-17 16:42:38.021857,238
44,CALLAO,1677,5660,2021-03-17 16:42:38.022626,485
132,MONCLOA,1380,4831,2021-03-17 16:42:38.023229,241
132,MONCLOA,1380,8312,2021-03-17 16:42:38.023229,662
132,MONCLOA,1371,8312,2021-03-17 16:42:38.023890,708
132,MONCLOA,1371,4831,2021-03-17 16:42:38.023890,281
132,HOSPITAL LA PAZ,3285,4824,2021-03-17 16:42:38.024469,508
132,HOSPITAL LA PAZ,3285,8329,2021-03-17 16:42:38.024469,79
132,MONCLOA,1511,4830,2021-03-17 16:42:38.025421,422
132,MONCLOA,1511,4831,2021-03-17 16:42:38.025421,740
132,HOSPITAL LA PAZ,1684,4719,2021-03-17 16:42:38.026016,403
132,HOSPITAL LA PAZ,1684,4832,2021-03-17 16:42:38.026016,752
82,PITIS,1684,4706,2021-03-17 16:42:38.026016,364
82,PITIS,1684,4721,2021-03-17 16:42:38.026016,822
133,CALLAO,1615,4699,2021-03-17 16:42:38.027439,204
133,CALLAO,1615,4690,2021-03-17 16:42:38.027439,573
132,MONCLOA,1656,4831,2021-03-17 16:42:38.028236,1008
132,MONCLOA,1656,4830,2021-03-17 16:42:38.028236,649
132,MONCLOA,3274,8313,2021-03-17 16:42:38.033760,23
132,MONCLOA,3274,4829,2021-03-17 16:42:38.033760,590
82,PITIS,3756,4733,2021-03-17 16:42:38.038128,772
82,PITIS,3756,4710,2021-03-17 16:42:38.038128,285
132,HOSPITAL LA PAZ,1649,8329,2021-03-17 16:42:38.188862,566
132,HOSPITAL LA PAZ,1649,4826,2021-03-17 16:42:38.188862,219
1,CRISTO REY,451,8294,2021-03-17 16:42:38.209867,637
132,MONCLOA,1646,4830,2021-03-17 16:42:38.233092,927
132,MONCLOA,1646,4829,2021-03-17 16:42:38.233092,96
132,HOSPITAL LA PAZ,1653,8329,2021-03-17 16:42:38.236203,711
132,HOSPITAL LA PAZ,1653,4826,2021-03-17 16:42:38.236203,353
132,HOSPITAL LA PAZ,1577,4824,2021-03-17 16:42:38.239950,727
132,HOSPITAL LA PAZ,1577,8329,2021-03-17 16:42:38.239950,319
82,PITIS,4021,4721,2021-03-17 16:42:38.239971,559
1,CRISTO REY,4021,118,2021-03-17 16:42:38.239971,559
132,HOSPITAL LA PAZ,4021,4832,2021-03-17 16:42:38.239971,490
1,CRISTO REY,4021,116,2021-03-17 16:42:38.239971,1413
132,HOSPITAL LA PAZ,4021,4719,2021-03-17 16:42:38.239971,142
82,PITIS,4021,4706,2021-03-17 16:42:38.239971,102
44,MARQUES DE VIANA,4021,5657,2021-03-17 16:42:38.239971,695
44,MARQUES DE VIANA,4021,8297,2021-03-17 16:42:38.239971,190
132,HOSPITAL LA PAZ,3288,4703,2021-03-17 16:42:38.241780,712
132,HOSPITAL LA PAZ,1657,8329,2021-03-17 16:42:38.242298,906
132,HOSPITAL LA PAZ,1657,4826,2021-03-17 16:42:38.242298,537
132,HOSPITAL LA PAZ,1514,4826,2021-03-17 16:42:38.242349,667
132,HOSPITAL LA PAZ,1514,4703,2021-03-17 16:42:38.242349,25
82,MONCLOA,1738,4711,2021-03-17 16:42:38.242643,44
82,MONCLOA,1738,4717,2021-03-17 16:42:38.242643,440
1,CRISTO REY,732,8294,2021-03-17 16:42:38.243223,375
1,CRISTO REY,732,124,2021-03-17 16:42:38.243223,1009
82,PITIS,1686,4706,2021-03-17 16:42:38.243404,388
82,PITIS,1686,4721,2021-03-17 16:42:38.243404,854
132,HOSPITAL LA PAZ,1686,4719,2021-03-17 16:42:38.243404,445
132,HOSPITAL LA PAZ,1510,4703,2021-03-17 16:42:38.243735,129
132,HOSPITAL LA PAZ,1510,4826,2021-03-17 16:42:38.243735,714
132,HOSPITAL LA PAZ,1516,4826,2021-03-17 16:42:38.245212,583
44,MARQUES DE VIANA,2394,5656,2021-03-17 16:42:38.245797,24
44,MARQUES DE VIANA,2394,8297,2021-03-17 16:42:38.245797,647
133,CALLAO,1346,4835,2021-03-17 16:42:38.248569,36
133,CALLAO,1346,4702,2021-03-17 16:42:38.248569,99
44,CALLAO,2401,5655,2021-03-17 16:42:38.248938,58
44,CALLAO,2401,5660,2021-03-17 16:42:38.248938,636
133,CALLAO,1617,4699,2021-03-17 16:42:38.255151,233
132,MONCLOA,1652,4831,2021-03-17 16:42:38.259609,1145
132,MONCLOA,1652,4830,2021-03-17 16:42:38.259609,815
132,MONCLOA,3287,4830,2021-03-17 16:42:38.266525,279
132,MONCLOA,3287,4831,2021-03-17 16:42:38.266525,645
82,MONCLOA,1694,4705,2021-03-17 16:42:38.267517,182
82,MONCLOA,1694,4709,2021-03-17 16:42:38.267517,517
44,CALLAO,1667,5655,2021-03-17 16:42:38.285806,403
44,CALLAO,1667,5659,2021-03-17 16:42:38.285806,8
132,HOSPITAL LA PAZ,4175,4832,2021-03-17 16:42:38.298397,661
82,PITIS,4175,4706,2021-03-17 16:42:38.298397,235
132,HOSPITAL LA PAZ,4175,4719,2021-03-17 16:42:38.298397,313
82,PITIS,4175,4721,2021-03-17 16:42:38.298397,692
82,PITIS,1697,4706,2021-03-17 16:42:38.384556,685
82,PITIS,1697,4733,2021-03-17 16:42:38.384556,151
82,PITIS,1705,4733,2021-03-17 16:42:38.384767,382
82,PITIS,1705,4706,2021-03-17 16:42:38.384767,916
1,CRISTO REY,738,118,2021-03-17 16:42:38.406095,385
1,CRISTO REY,738,116,2021-03-17 16:42:38.406095,1254
133,MIRASIERRA,738,4698,2021-03-17 16:42:38.406095,91
44,MARQUES DE VIANA,738,8297,2021-03-17 16:42:38.406095,66
44,MARQUES DE VIANA,738,5657,2021-03-17 16:42:38.406095,582
133,MIRASIERRA,738,4693,2021-03-17 16:42:38.406095,415
44,CALLAO,1669,5660,2021-03-17 16:42:38.407313,894
44,CALLAO,1669,5655,2021-03-17 16:42:38.407313,320
82,MONCLOA,1696,4705,2021-03-17 16:42:38.407368,151
82,MONCLOA,1696,4709,2021-03-17 16:42:38.407368,487
132,MONCLOA,3289,4831,2021-03-17 16:42:38.418347,127
132,MONCLOA,3289,8312,2021-03-17 16:42:38.418347,549
133,MIRASIERRA,1745,4724,2021-03-17 16:42:38.428431,347
133,MIRASIERRA,1745,5475,2021-03-17 16:42:38.428431,339
133,MIRASIERRA,1351,4689,2021-03-17 16:42:38.439194,429
133,MIRASIERRA,1351,4687,2021-03-17 16:42:38.439194,80
133,CALLAO,1331,4702,2021-03-17 16:42:38.442324,441
82,MONCLOA,1331,4705,2021-03-17 16:42:38.442324,528
132,MONCLOA,1331,8313,2021-03-17 16:42:38.442324,338
133,CALLAO,1331,4835,2021-03-17 16:42:38.442324,448
132,MONCLOA,1331,4737,2021-03-17 16:42:38.442324,77
82,MONCLOA,1331,4722,2021-03-17 16:42:38.442324,313
132,HOSPITAL LA PAZ,3278,4825,2021-03-17 16:42:38.442449,496
132,HOSPITAL LA PAZ,3278,4824,2021-03-17 16:42:38.442449,251
82,MONCLOA,1704,4709,2021-03-17 16:42:38.442526,241
82,MONCLOA,1704,4711,2021-03-17 16:42:38.442526,905
133,MIRASIERRA,1637,5475,2021-03-17 16:42:38.447604,11
133,MIRASIERRA,1637,4724,2021-03-17 16:42:38.447604,19
133,MIRASIERRA,3293,5475,2021-03-17 16:42:38.447895,59
133,MIRASIERRA,3293,4724,2021-03-17 16:42:38.447895,67
82,MONCLOA,1712,4717,2021-03-17 16:42:38.448088,983
82,MONCLOA,1712,4711,2021-03-17 16:42:38.448088,612
44,CALLAO,1679,5660,2021-03-17 16:42:38.450097,397
44,CALLAO,1679,5661,2021-03-17 16:42:38.450097,947
133,MIRASIERRA,1330,4693,2021-03-17 16:42:38.450322,621
133,MIRASIERRA,1330,4698,2021-03-17 16:42:38.450322,295
132,MONCLOA,3282,4830,2021-03-17 16:42:38.450496,1313
132,MONCLOA,3282,4829,2021-03-17 16:42:38.450496,442
82,PITIS,1691,4733,2021-03-17 16:42:38.450995,43
132,HOSPITAL LA PAZ,1691,4825,2021-03-17 16:42:38.450995,143
132,HOSPITAL LA PAZ,1691,4719,2021-03-17 16:42:38.450995,633
82,PITIS,1691,4706,2021-03-17 16:42:38.450995,569
133,CALLAO,3295,4692,2021-03-17 16:42:38.451352,566
133,CALLAO,3572,4690,2021-03-17 16:42:38.451352,124
133,CALLAO,3295,4690,2021-03-17 16:42:38.451352,205
133,CALLAO,3572,4692,2021-03-17 16:42:38.451352,485
82,PITIS,1709,4733,2021-03-17 16:42:38.455581,519
82,PITIS,1709,4710,2021-03-17 16:42:38.455581,46
133,MIRASIERRA,1614,4687,2021-03-17 16:42:38.461694,817
133,MIRASIERRA,1614,4695,2021-03-17 16:42:38.461694,693
133,CALLAO,1344,4835,2021-03-17 16:42:38.469241,86
133,CALLAO,1344,4702,2021-03-17 16:42:38.469241,163
1,PROSPERIDAD,727,117,2021-03-17 16:42:38.697027,1285
1,PROSPERIDAD,727,115,2021-03-17 16:42:38.697027,711
1,CRISTO REY,718,122,2021-03-17 16:42:38.699518,1112
1,CRISTO REY,718,124,2021-03-17 16:42:38.699518,331
82,PITIS,4285,4706,2021-03-17 16:42:38.700229,645
82,PITIS,4285,4733,2021-03-17 16:42:38.700229,111
132,HOSPITAL LA PAZ,1786,4826,2021-03-17 16:42:38.703148,796
132,HOSPITAL LA PAZ,1786,4703,2021-03-17 16:42:38.703148,213
1,PROSPERIDAD,426,115,2021-03-17 16:42:38.709155,334
1,PROSPERIDAD,426,117,2021-03-17 16:42:38.709155,973
133,CALLAO,1360,4704,2021-03-17 16:42:38.709228,26
133,CALLAO,1360,4699,2021-03-17 16:42:38.709228,275
44,CALLAO,193,8299,2021-03-17 16:42:38.710078,484
133,CALLAO,193,4685,2021-03-17 16:42:38.710078,281
1,PROSPERIDAD,193,121,2021-03-17 16:42:38.710078,430
1,PROSPERIDAD,193,119,2021-03-17 16:42:38.710078,1210
133,CALLAO,193,4702,2021-03-17 16:42:38.710078,878
44,CALLAO,193,5659,2021-03-17 16:42:38.710078,1026
132,HOSPITAL LA PAZ,1372,4826,2021-03-17 16:42:38.711439,1177
132,HOSPITAL LA PAZ,1372,4703,2021-03-17 16:42:38.711439,547
132,MONCLOA,3286,4830,2021-03-17 16:42:38.711593,1219
132,MONCLOA,3286,4829,2021-03-17 16:42:38.711593,380
82,MONCLOA,4292,4717,2021-03-17 16:42:38.713068,80
82,MONCLOA,4292,4718,2021-03-17 16:42:38.713068,560
132,MONCLOA,1513,4831,2021-03-17 16:42:38.713098,833
132,MONCLOA,1513,4830,2021-03-17 16:42:38.713098,480
44,CALLAO,2391,5659,2021-03-17 16:42:38.713744,392
44,CALLAO,2391,5655,2021-03-17 16:42:38.713744,811
1,PROSPERIDAD,724,117,2021-03-17 16:42:38.714052,261
1,PROSPERIDAD,724,121,2021-03-17 16:42:38.714052,1025
1,PROSPERIDAD,737,119,2021-03-17 16:42:38.723694,1104
1,PROSPERIDAD,737,121,2021-03-17 16:42:38.723694,324
133,CALLAO,737,4702,2021-03-17 16:42:38.723694,700
133,CALLAO,737,4685,2021-03-17 16:42:38.723694,73
44,CALLAO,737,8299,2021-03-17 16:42:38.723694,302
44,CALLAO,737,5659,2021-03-17 16:42:38.723694,833
132,HOSPITAL LA PAZ,1605,8310,2021-03-17 16:42:38.723847,72
132,HOSPITAL LA PAZ,1605,4703,2021-03-17 16:42:38.723847,791
132,HOSPITAL LA PAZ,1643,8329,2021-03-17 16:42:38.726881,428
132,HOSPITAL LA PAZ,1643,4826,2021-03-17 16:42:38.726881,49
1,CRISTO REY,1750,118,2021-03-17 16:42:38.727517,105
133,MIRASIERRA,1750,4693,2021-03-17 16:42:38.727517,106
133,MIRASIERRA,1750,4701,2021-03-17 16:42:38.727517,434
44,MARQUES DE VIANA,1750,5653,2021-03-17 16:42:38.727517,794
44,MARQUES DE VIANA,1750,5657,2021-03-17 16:42:38.727517,255
1,CRISTO REY,1750,116,2021-03-17 16:42:38.727517,983
1,CRISTO REY,725,8294,2021-03-17 16:42:38.727591,16
1,CRISTO REY,725,124,2021-03-17 16:42:38.727591,634
133,CALLAO,1353,4704,2021-03-17 16:42:38.727664,407
133,CALLAO,1353,4699,2021-03-17 16:42:38.727664,656
44,MARQUES DE VIANA,734,5657,2021-03-17 16:42:38.727762,413
1,CRISTO REY,734,118,2021-03-17 16:42:38.727762,213
133,MIRASIERRA,734,4693,2021-03-17 16:42:38.727762,262
44,MARQUES DE VIANA,734,5653,2021-03-17 16:42:38.727762,939
133,MIRASIERRA,734,4701,2021-03-17 16:42:38.727762,568
1,CRISTO REY,734,116,2021-03-17 16:42:38.727762,1091
133,CALLAO,1350,4704,2021-03-17 16:42:38.727813,475
132,HOSPITAL LA PAZ,5140,4825,2021-03-17 16:42:38.731597,537
132,HOSPITAL LA PAZ,5140,4824,2021-03-17 16:42:38.731597,309
1,PROSPERIDAD,70,117,2021-03-17 16:42:38.731607,458
1,PROSPERIDAD,70,121,2021-03-17 16:42:38.731607,1222
132,HOSPITAL LA PAZ,1687,4825,2021-03-17 16:42:38.731645,21
82,PITIS,1687,4706,2021-03-17 16:42:38.731645,430
82,PITIS,1687,4721,2021-03-17 16:42:38.731645,889
132,HOSPITAL LA PAZ,1687,4719,2021-03-17 16:42:38.731645,491
132,MONCLOA,1692,8313,2021-03-17 16:42:38.732056,111
82,MONCLOA,1692,4722,2021-03-17 16:42:38.732056,13
132,MONCLOA,1692,4829,2021-03-17 16:42:38.732056,672
82,MONCLOA,1692,4705,2021-03-17 16:42:38.732056,250
133,MIRASIERRA,1338,4698,2021-03-17 16:42:38.735585,446
82,PITIS,1730,4713,2021-03-17 16:42:38.736035,320
82,PITIS,1730,4710,2021-03-17 16:42:38.736035,731
133,CALLAO,3229,4690,2021-03-17 16:42:38.923350,356
82,MONCLOA,1731,4717,2021-03-17 16:42:38.924072,478
82,MONCLOA,1731,4711,2021-03-17 16:42:38.924072,85
133,MIRASIERRA,1354,4687,2021-03-17 16:42:38.945744,299
133,MIRASIERRA,1354,4695,2021-03-17 16:42:38.945744,154
44,CALLAO,2399,5655,2021-03-17 16:42:38.949234,104
44,CALLAO,2399,5660,2021-03-17 16:42:38.949234,682
133,MIRASIERRA,5456,4695,2021-03-17 16:42:38.949423,254
133,MIRASIERRA,5456,4687,2021-03-17 16:42:38.949423,395
1,PROSPERIDAD,2304,122,2021-03-17 16:42:38.953139,47
1,PROSPERIDAD,2304,115,2021-03-17 16:42:38.953139,862
1,CRISTO REY,4816,118,2021-03-17 16:42:38.954021,461
44,MARQUES DE VIANA,4816,8297,2021-03-17 16:42:38.954021,129
1,CRISTO REY,4816,116,2021-03-17 16:42:38.954021,1307
44,MARQUES DE VIANA,4816,5657,2021-03-17 16:42:38.954021,626
1,CRISTO REY,168,8294,2021-03-17 16:42:38.955803,1486
133,MIRASIERRA,168,4701,2021-03-17 16:42:38.955803,205
44,MARQUES DE VIANA,168,5657,2021-03-17 16:42:38.955803,21
133,MIRASIERRA,168,4684,2021-03-17 16:42:38.955803,564
1,CRISTO REY,168,116,2021-03-17 16:42:38.955803,767
44,MARQUES DE VIANA,168,5653,2021-03-17 16:42:38.955803,522
133,MIRASIERRA,1618,4695,2021-03-17 16:42:38.955849,509
133,MIRASIERRA,1618,4687,2021-03-17 16:42:38.955849,678
133,MIRASIERRA,1340,4698,2021-03-17 16:42:38.956180,505
133,MIRASIERRA,1340,4689,2021-03-17 16:42:38.956180,25
82,PITIS,1718,4733,2021-03-17 16:42:38.959182,846
82,PITIS,1718,4710,2021-03-17 16:42:38.959182,362
133,MIRASIERRA,1341,4689,2021-03-17 16:42:38.959981,123
133,MIRASIERRA,1341,4698,2021-03-17 16:42:38.959981,576
132,HOSPITAL LA PAZ,3688,4719,2021-03-17 16:42:38.960372,40
132,HOSPITAL LA PAZ,3688,4832,2021-03-17 16:42:38.960372,388
82,PITIS,3688,4706,2021-03-17 16:42:38.960372,46
82,PITIS,3688,4721,2021-03-17 16:42:38.960372,503
133,MIRASIERRA,3688,4693,2021-03-17 16:42:38.960372,500
133,MIRASIERRA,3688,4698,2021-03-17 16:42:38.960372,149
44,MARQUES DE VIANA,2402,5661,2021-03-17 16:42:38.960922,510
44,MARQUES DE VIANA,2402,5656,2021-03-17 16:42:38.960922,716
132,MONCLOA,1379,4831,2021-03-17 16:42:38.960982,187
132,MONCLOA,1379,8312,2021-03-17 16:42:38.960982,609
82,MONCLOA,1725,4711,2021-03-17 16:42:38.961582,202
82,MONCLOA,1725,4717,2021-03-17 16:42:38.961582,577
1,PROSPERIDAD,715,122,2021-03-17 16:42:38.962021,399
1,PROSPERIDAD,715,120,2021-03-17 16:42:38.962021,341
82,PITIS,3391,4733,2021-03-17 16:42:38.963355,424
82,MONCLOA,1688,4705,2021-03-17 16:42:38.963450,382
82,MONCLOA,1688,4722,2021-03-17 16:42:38.963450,139
132,MONCLOA,1688,8313,2021-03-17 16:42:38.963450,209
132,MONCLOA,1688,4829,2021-03-17 16:42:38.963450,750
1,CRISTO REY,730,124,2021-03-17 16:42:38.965414,841
1,CRISTO REY,730,8294,2021-03-17 16:42:38.965414,222
82,MONCLOA,1721,4717,2021-03-17 16:42:38.966476,687
82,MONCLOA,1721,4711,2021-03-17 16:42:38.966476,329
132,MONCLOA,1658,4831,2021-03-17 16:42:38.967177,956
132,MONCLOA,1658,4830,2021-03-17 16:42:38.967177,555
132,MONCLOA,3292,4829,2021-03-17 16:42:39.038102,577
44,MARQUES DE VIANA,1678,5661,2021-03-17 16:42:39.058856,470
44,MARQUES DE VIANA,1678,5656,2021-03-17 16:42:39.058856,698
82,MONCLOA,1634,4717,2021-03-17 16:42:39.091031,530
82,MONCLOA,1634,4711,2021-03-17 16:42:39.091031,153
133,CALLAO,1333,4835,2021-03-17 16:42:39.098926,391
133,CALLAO,1333,4702,2021-03-17 16:42:39.098926,386
132,MONCLOA,4643,4830,2021-03-17 16:42:39.099646,743
132,MONCLOA,4643,4831,2021-03-17 16:42:39.099646,1063
1,CRISTO REY,5135,8294,2021-03-17 16:42:39.100438,977
1,CRISTO REY,5135,116,2021-03-17 16:42:39.100438,283
133,CALLAO,4741,4690,2021-03-17 16:42:39.101030,500
133,CALLAO,4741,4699,2021-03-17 16:42:39.101030,131
44,CALLAO,2395,5655,2021-03-17 16:42:39.101329,598
44,CALLAO,2395,5659,2021-03-17 16:42:39.101329,174
132,HOSPITAL LA PAZ,1373,4826,2021-03-17 16:42:39.101386,1151
132,HOSPITAL LA PAZ,1373,4703,2021-03-17 16:42:39.101386,582
132,HOSPITAL LA PAZ,1364,4703,2021-03-17 16:42:39.138566,269
132,HOSPITAL LA PAZ,1364,4826,2021-03-17 16:42:39.138566,902
44,MARQUES DE VIANA,1668,5656,2021-03-17 16:43:26.456544,141
133,MIRASIERRA,1359,4687,2021-03-17 16:43:26.456759,592
133,MIRASIERRA,1359,4695,2021-03-17 16:43:26.456759,461
82,PITIS,1726,4713,2021-03-17 16:43:26.470036,183
82,PITIS,1726,4710,2021-03-17 16:43:26.470036,593
133,CALLAO,1357,4704,2021-03-17 16:43:26.470382,146
133,CALLAO,1357,4699,2021-03-17 16:43:26.470382,389
1,PROSPERIDAD,717,120,2021-03-17 16:43:26.470598,171
1,PROSPERIDAD,717,122,2021-03-17 16:43:26.470598,293
132,HOSPITAL LA PAZ,1651,8329,2021-03-17 16:43:26.472173,648
132,HOSPITAL LA PAZ,1651,4826,2021-03-17 16:43:26.472173,234
132,MONCLOA,3284,4829,2021-03-17 16:43:26.472740,362
132,MONCLOA,3284,4830,2021-03-17 16:43:26.472740,1221
44,CALLAO,2393,5655,2021-03-17 16:43:26.473090,634
44,CALLAO,2393,5659,2021-03-17 16:43:26.473090,318
133,MIRASIERRA,3294,4724,2021-03-17 16:43:26.504553,137
133,MIRASIERRA,3294,5475,2021-03-17 16:43:26.504553,107
82,PITIS,1329,4721,2021-03-17 16:43:26.508912,393
132,HOSPITAL LA PAZ,1329,4827,2021-03-17 16:43:26.508912,693
82,PITIS,1329,4722,2021-03-17 16:43:26.508912,920
132,HOSPITAL LA PAZ,1329,4832,2021-03-17 16:43:26.508912,312
1,PROSPERIDAD,169,121,2021-03-17 16:43:26.512317,767
133,CALLAO,735,4685,2021-03-17 16:43:26.513988,110
44,CALLAO,735,8299,2021-03-17 16:43:26.513988,336
133,CALLAO,735,4702,2021-03-17 16:43:26.513988,727
44,CALLAO,735,5659,2021-03-17 16:43:26.513988,850
1,PROSPERIDAD,735,119,2021-03-17 16:43:26.513988,1099
1,PROSPERIDAD,735,121,2021-03-17 16:43:26.513988,319
1,CRISTO REY,9,8294,2021-03-17 16:43:26.516293,1296
1,CRISTO REY,9,116,2021-03-17 16:43:26.516293,599
1,CRISTO REY,5137,8294,2021-03-17 16:43:26.516995,1120
1,CRISTO REY,5137,116,2021-03-17 16:43:26.516995,398
133,CALLAO,23,4835,2021-03-17 16:43:26.517739,249
133,CALLAO,23,4702,2021-03-17 16:43:26.517739,267
133,MIRASIERRA,1334,4698,2021-03-17 16:43:26.518395,386
133,MIRASIERRA,1334,4693,2021-03-17 16:43:26.518395,757
44,CALLAO,3682,5660,2021-03-17 16:43:26.518725,181
44,CALLAO,3682,5661,2021-03-17 16:43:26.518725,722
133,MIRASIERRA,1349,4698,2021-03-17 16:43:26.519080,838
133,MIRASIERRA,1349,4689,2021-03-17 16:43:26.519080,310
1,CRISTO REY,722,122,2021-03-17 16:43:26.519835,1189
1,CRISTO REY,722,124,2021-03-17 16:43:26.519835,409
82,PITIS,1693,4706,2021-03-17 16:43:26.523352,558
1,PROSPERIDAD,173,121,2021-03-17 16:43:26.525113,447
133,CALLAO,173,4702,2021-03-17 16:43:26.525113,893
133,CALLAO,173,4685,2021-03-17 16:43:26.525113,263
1,PROSPERIDAD,173,119,2021-03-17 16:43:26.525113,1227
44,CALLAO,173,8299,2021-03-17 16:43:26.525113,511
44,CALLAO,173,5659,2021-03-17 16:43:26.525113,1027
82,PITIS,1635,4710,2021-03-17 16:43:26.525880,649
82,PITIS,1635,4713,2021-03-17 16:43:26.525880,239
44,MARQUES DE VIANA,2396,5656,2021-03-17 16:43:26.526297,275
44,MARQUES DE VIANA,2396,5661,2021-03-17 16:43:26.526297,103
132,HOSPITAL LA PAZ,1368,4826,2021-03-17 16:43:26.526924,951
132,HOSPITAL LA PAZ,1368,4703,2021-03-17 16:43:26.526924,417
132,MONCLOA,1602,8310,2021-03-17 16:43:26.527084,753
1,PROSPERIDAD,425,117,2021-03-17 16:43:26.528184,859
133,MIRASIERRA,1616,4695,2021-03-17 16:43:26.528184,513
1,PROSPERIDAD,425,115,2021-03-17 16:43:26.528184,252
133,MIRASIERRA,1616,4687,2021-03-17 16:43:26.528184,677
1,PROSPERIDAD,731,117,2021-03-17 16:43:26.528187,982
1,PROSPERIDAD,731,115,2021-03-17 16:43:26.528187,387
44,CALLAO,3895,5660,2021-03-17 16:43:26.528712,154
44,CALLAO,3895,5661,2021-03-17 16:43:26.528712,693
132,HOSPITAL LA PAZ,1645,4826,2021-03-17 16:43:26.528820,70
132,HOSPITAL LA PAZ,1645,8329,2021-03-17 16:43:26.528820,449
82,PITIS,4282,4718,2021-03-17 16:43:26.529941,142
82,PITIS,4282,4713,2021-03-17 16:43:26.529941,702
82,MONCLOA,1706,4711,2021-03-17 16:43:26.530546,804
82,MONCLOA,1706,4709,2021-03-17 16:43:26.530546,87
132,HOSPITAL LA PAZ,1366,4826,2021-03-17 16:43:26.530721,869
132,HOSPITAL LA PAZ,1366,4703,2021-03-17 16:43:26.530721,291
82,MONCLOA,1729,4711,2021-03-17 16:43:26.531992,82
82,MONCLOA,1729,4717,2021-03-17 16:43:26.531992,456
44,MARQUES DE VIANA,1676,5661,2021-03-17 16:43:26.532556,353
44,MARQUES DE VIANA,1676,5656,2021-03-17 16:43:26.532556,504
132,MONCLOA,1675,4830,2021-03-17 16:43:26.533157,1103
132,MONCLOA,1675,4829,2021-03-17 16:43:26.533157,258
82,PITIS,1689,4721,2021-03-17 16:43:26.533163,894
82,PITIS,1689,4706,2021-03-17 16:43:26.533163,436
132,HOSPITAL LA PAZ,1689,4825,2021-03-17 16:43:26.533163,31
132,HOSPITAL LA PAZ,1689,4719,2021-03-17 16:43:26.533163,504
133,CALLAO,740,4835,2021-03-17 16:43:26.533334,515
133,CALLAO,740,4702,2021-03-17 16:43:26.533334,500
1,PROSPERIDAD,723,117,2021-03-17 16:43:26.534266,85
1,PROSPERIDAD,723,121,2021-03-17 16:43:26.534266,864
44,MARQUES DE VIANA,1670,5656,2021-03-17 16:43:26.534303,187
44,MARQUES DE VIANA,1670,5661,2021-03-17 16:43:26.534303,17
82,MONCLOA,1710,4711,2021-03-17 16:43:26.534313,648
82,MONCLOA,1710,4717,2021-03-17 16:43:26.534313,1001
1,PROSPERIDAD,162,117,2021-03-17 16:43:26.534355,514
1,PROSPERIDAD,162,121,2021-03-17 16:43:26.534355,1293
1,CRISTO REY,69,116,2021-03-17 16:43:26.534504,240
1,CRISTO REY,69,8294,2021-03-17 16:43:26.534504,937
82,MONCLOA,1698,4705,2021-03-17 16:43:26.535615,52
82,MONCLOA,1698,4709,2021-03-17 16:43:26.535615,387
133,CALLAO,1348,4704,2021-03-17 16:43:26.535694,503
1,PROSPERIDAD,423,117,2021-03-17 16:43:26.535769,622
1,PROSPERIDAD,423,115,2021-03-17 16:43:26.535769,27
133,CALLAO,1335,4835,2021-03-17 16:43:26.535866,307
133,CALLAO,1335,4702,2021-03-17 16:43:26.535866,315
44,MARQUES DE VIANA,2400,5661,2021-03-17 16:43:26.536005,217
44,MARQUES DE VIANA,2400,5656,2021-03-17 16:43:26.536005,355
132,MONCLOA,1367,4831,2021-03-17 16:43:26.536158,476
82,MONCLOA,1723,4711,2021-03-17 16:43:26.536158,197
82,MONCLOA,1723,4717,2021-03-17 16:43:26.536158,585
132,MONCLOA,1367,4830,2021-03-17 16:43:26.536158,43
44,CALLAO,2397,5660,2021-03-17 16:43:26.865391,607
44,CALLAO,2397,5655,2021-03-17 16:43:26.865391,22
82,MONCLOA,1715,4717,2021-03-17 16:43:26.941340,795
82,MONCLOA,1715,4711,2021-03-17 16:43:26.941340,443
1,CRISTO REY,452,8294,2021-03-17 16:43:26.989009,756
1,CRISTO REY,452,116,2021-03-17 16:43:26.989009,59
82,MONCLOA,5716,4711,2021-03-17 16:43:26.995836,727
82,MONCLOA,5716,4709,2021-03-17 16:43:26.995836,31
133,CALLAO,1749,4692,2021-03-17 16:43:26.998822,385
133,CALLAO,1749,4690,2021-03-17 16:43:26.998822,28
133,CALLAO,5652,4699,2021-03-17 16:43:26.998882,547
133,CALLAO,5652,4704,2021-03-17 16:43:26.998882,267
82,MONCLOA,5370,4705,2021-03-17 16:43:27.001578,91
82,MONCLOA,5370,4709,2021-03-17 16:43:27.001578,427
132,HOSPITAL LA PAZ,1647,4826,2021-03-17 16:43:27.001944,119
132,HOSPITAL LA PAZ,1647,8329,2021-03-17 16:43:27.001944,499
132,HOSPITAL LA PAZ,3283,4824,2021-03-17 16:43:27.002450,400
132,HOSPITAL LA PAZ,3283,8329,2021-03-17 16:43:27.002450,5
133,CALLAO,3228,4692,2021-03-17 16:43:27.014264,616
133,CALLAO,3228,4690,2021-03-17 16:43:27.014264,259
133,MIRASIERRA,1332,4693,2021-03-17 16:43:27.017058,670
133,MIRASIERRA,1332,4698,2021-03-17 16:43:27.017058,357
44,CALLAO,5098,5655,2021-03-17 16:43:27.033847,285
